sample_id,domain,experience_level,resume_text,matched_skills,missing_skills,n_matched,n_total_skills,match_ratio,cosine_sim,skill_density,exp_bonus,keyword_overlap,seniority_signal,domain_term_freq,skill_depth,score
303,Cloud Computing,Entry-Level,"Junior Cloud Computing developer eager to learn and grow in a fast-paced environment. Skills: Cost Optimization, GCP, Lambda, CDN, Serverless. Background includes trainee roles.",Cost Optimization | GCP | Lambda | CDN | Serverless,AWS | Azure | Terraform | Kubernetes | Docker | S3 | IAM | CloudFormation | Load Balancing | VPC,5,15,0.3333,0.3149,1.0,0.3,0.2807,0.1354,0.2847,0.375,25
304,Cloud Computing,Entry-Level,"Entry-level Cloud Computing intern with foundational knowledge and strong academic background. Skills: CDN, Lambda, Serverless, Terraform, VPC. Background includes trainee roles.",CDN | Lambda | Serverless | Terraform | VPC,AWS | Azure | GCP | Kubernetes | Docker | S3 | IAM | CloudFormation | Load Balancing | Cost Optimization,5,15,0.3333,0.2488,1.0,0.3,0.2645,0.2537,0.2136,0.375,37
305,Cloud Computing,Entry-Level,"Entry-level Cloud Computing intern with foundational knowledge and strong academic background. Skills: Serverless, Docker, CloudFormation. Background includes intern roles.",Serverless | Docker | CloudFormation,AWS | Azure | GCP | Terraform | Kubernetes | Lambda | S3 | IAM | CDN | Load Balancing | VPC | Cost Optimization,3,15,0.2,0.1793,1.0,0.3,0.1472,0.0203,0.1607,0.25,20
306,Cloud Computing,Entry-Level,"Recent graduate with a degree in Computer Science, passionate about Cloud Computing. Skills: IAM, Docker, Kubernetes, GCP. Background includes fresher roles.",IAM | Docker | Kubernetes | GCP,AWS | Azure | Terraform | Serverless | Lambda | S3 | CloudFormation | CDN | Load Balancing | VPC | Cost Optimization,4,15,0.2667,0.1953,1.0,0.3,0.218,0.2407,0.1785,0.375,29
307,Cloud Computing,Entry-Level,"Recent graduate with a degree in Computer Science, passionate about Cloud Computing. Skills: Cost Optimization, S3, Terraform, Kubernetes, CDN. Background includes entry level roles.",Cost Optimization | S3 | Terraform | Kubernetes | CDN,AWS | Azure | GCP | Docker | Serverless | Lambda | IAM | CloudFormation | Load Balancing | VPC,5,15,0.3333,0.3156,1.0,0.3,0.332,0.2264,0.2123,0.25,32
308,Cloud Computing,Entry-Level,"Entry-level Cloud Computing intern with foundational knowledge and strong academic background. Skills: AWS, Cost Optimization, Serverless, CDN. Background includes entry level roles.",AWS | Cost Optimization | Serverless | CDN,Azure | GCP | Terraform | Kubernetes | Docker | Lambda | S3 | IAM | CloudFormation | Load Balancing | VPC,4,15,0.2667,0.2527,1.0,0.3,0.206,0.0701,0.153,0.25,25
309,Cloud Computing,Entry-Level,"Junior Cloud Computing developer eager to learn and grow in a fast-paced environment. Skills: Lambda, Load Balancing, VPC. Background includes entry level roles.",Lambda | Load Balancing | VPC,AWS | Azure | GCP | Terraform | Kubernetes | Docker | Serverless | S3 | IAM | CloudFormation | CDN | Cost Optimization,3,15,0.2,0.1872,1.0,0.3,0.1825,0.2981,0.132,0.125,24
310,Cloud Computing,Entry-Level,"Junior Cloud Computing developer eager to learn and grow in a fast-paced environment. Skills: IAM, Docker, CDN. Background includes trainee roles.",IAM | Docker | CDN,AWS | Azure | GCP | Terraform | Kubernetes | Serverless | Lambda | S3 | CloudFormation | Load Balancing | VPC | Cost Optimization,3,15,0.2,0.1403,1.0,0.3,0.1548,0.2579,0.1218,0.125,21
311,Cloud Computing,Entry-Level,"Recent graduate with a degree in Computer Science, passionate about Cloud Computing. Skills: VPC, Azure, Cost Optimization, Serverless, Kubernetes. Background includes graduate roles.",VPC | Azure | Cost Optimization | Serverless | Kubernetes,AWS | GCP | Terraform | Docker | Lambda | S3 | IAM | CloudFormation | CDN | Load Balancing,5,15,0.3333,0.2544,1.0,0.3,0.3088,0.1336,0.2524,0.375,28
312,Cloud Computing,Entry-Level,Junior Cloud Computing developer eager to learn and grow in a fast-paced environment. Skills: CloudFormation. Background includes graduate roles.,CloudFormation,AWS | Azure | GCP | Terraform | Kubernetes | Docker | Serverless | Lambda | S3 | IAM | CDN | Load Balancing | VPC | Cost Optimization,1,15,0.0667,0.0477,0.5682,0.3,0.0475,0.0822,0.059,0.0,11
313,Cloud Computing,Entry-Level,"Recent graduate with a degree in Computer Science, passionate about Cloud Computing. Skills: Lambda, Docker, GCP, CDN. Background includes 0-1 years roles.",Lambda | Docker | GCP | CDN,AWS | Azure | Terraform | Kubernetes | Serverless | S3 | IAM | CloudFormation | Load Balancing | VPC | Cost Optimization,4,15,0.2667,0.2039,1.0,0.3,0.2249,0.2304,0.2053,0.375,24
314,Cloud Computing,Entry-Level,"Recent graduate with a degree in Computer Science, passionate about Cloud Computing. Skills: Load Balancing. Background includes junior roles.",Load Balancing,AWS | Azure | GCP | Terraform | Kubernetes | Docker | Serverless | Lambda | S3 | IAM | CloudFormation | CDN | VPC | Cost Optimization,1,15,0.0667,0.0557,0.5917,0.3,0.0586,0.2443,0.0456,0.0,16
315,Cloud Computing,Entry-Level,Junior Cloud Computing developer eager to learn and grow in a fast-paced environment. Skills: Kubernetes. Background includes 0-1 years roles.,Kubernetes,AWS | Azure | GCP | Terraform | Docker | Serverless | Lambda | S3 | IAM | CloudFormation | CDN | Load Balancing | VPC | Cost Optimization,1,15,0.0667,0.0527,0.3774,0.3,0.0503,0.033,0.0573,0.125,14
316,Cloud Computing,Mid-Level,"Experienced Cloud Computing specialist with 5 years of industry experience. Skills: Terraform, Serverless, Azure, Docker, Load Balancing, CDN. Background includes developer roles.",Terraform | Serverless | Azure | Docker | Load Balancing | CDN | GCP | Lambda | Kubernetes | S3,AWS | IAM | CloudFormation | VPC | Cost Optimization,10,15,0.6667,0.5421,1.0,0.6,0.6488,0.2024,0.4796,0.875,60
317,Cloud Computing,Mid-Level,"Cloud Computing engineer with 4+ years of hands-on experience in building production systems. Skills: IAM, Serverless, Load Balancing, CloudFormation, GCP, VPC. Background includes 4+ years roles.",IAM | Serverless | Load Balancing | CloudFormation | GCP | VPC | Docker | Cost Optimization | Azure | Kubernetes,AWS | Terraform | Lambda | S3 | CDN,10,15,0.6667,0.6102,1.0,0.6,0.4829,0.5506,0.5367,0.625,65
318,Cloud Computing,Mid-Level,"Experienced Cloud Computing specialist with 5 years of industry experience. Skills: CloudFormation, Docker, Kubernetes, Load Balancing, IAM. Background includes specialist roles.",CloudFormation | Docker | Kubernetes | Load Balancing | IAM,AWS | Azure | GCP | Terraform | Serverless | Lambda | S3 | CDN | VPC | Cost Optimization,5,15,0.3333,0.2666,1.0,0.6,0.256,0.4976,0.2906,0.25,40
319,Cloud Computing,Mid-Level,"Cloud Computing engineer with 4+ years of hands-on experience in building production systems. Skills: VPC, Docker, Terraform, Serverless, S3. Background includes engineer roles.",VPC | Docker | Terraform | Serverless | S3,AWS | Azure | GCP | Kubernetes | Lambda | IAM | CloudFormation | CDN | Load Balancing | Cost Optimization,5,15,0.3333,0.2978,1.0,0.6,0.3058,0.5185,0.2805,0.375,40
320,Cloud Computing,Mid-Level,"Mid-level Cloud Computing developer with 3+ years working on real-world projects. Skills: IAM, CloudFormation, GCP, Serverless, Terraform, Kubernetes. Background includes engineer roles.",IAM | CloudFormation | GCP | Serverless | Terraform | Kubernetes | Azure | Cost Optimization,AWS | Docker | Lambda | S3 | CDN | Load Balancing | VPC,8,15,0.5333,0.3817,1.0,0.6,0.406,0.3168,0.4331,0.625,54
321,Cloud Computing,Mid-Level,"Mid-level Cloud Computing developer with 3+ years working on real-world projects. Skills: Docker, VPC, Serverless, Kubernetes, S3, Lambda. Background includes developer roles.",Docker | VPC | Serverless | Kubernetes | S3 | Lambda | CloudFormation | CDN | AWS,Azure | GCP | Terraform | IAM | Load Balancing | Cost Optimization,9,15,0.6,0.5125,1.0,0.6,0.512,0.3715,0.3413,0.625,57
322,Cloud Computing,Mid-Level,"Mid-level Cloud Computing developer with 3+ years working on real-world projects. Skills: VPC, Kubernetes, S3, Docker, Lambda, Load Balancing. Background includes 4+ years roles.",VPC | Kubernetes | S3 | Docker | Lambda | Load Balancing | IAM | Cost Optimization | GCP,AWS | Azure | Terraform | Serverless | CloudFormation | CDN,9,15,0.6,0.5586,1.0,0.6,0.5095,0.2714,0.3527,0.5,56
323,Cloud Computing,Mid-Level,"Experienced Cloud Computing specialist with 5 years of industry experience. Skills: IAM, Azure, AWS, Cost Optimization, Load Balancing, S3. Background includes developer roles.",IAM | Azure | AWS | Cost Optimization | Load Balancing | S3 | Terraform | VPC,GCP | Kubernetes | Docker | Serverless | Lambda | CloudFormation | CDN,8,15,0.5333,0.4036,1.0,0.6,0.4024,0.3721,0.3242,0.375,50
324,Cloud Computing,Mid-Level,"Mid-level Cloud Computing developer with 3+ years working on real-world projects. Skills: S3, Serverless, CDN, Terraform, Azure, VPC. Background includes 3+ years roles.",S3 | Serverless | CDN | Terraform | Azure | VPC | GCP,AWS | Kubernetes | Docker | Lambda | IAM | CloudFormation | Load Balancing | Cost Optimization,7,15,0.4667,0.3462,1.0,0.6,0.4241,0.2771,0.2718,0.5,51
325,Cloud Computing,Mid-Level,"Mid-level Cloud Computing developer with 3+ years working on real-world projects. Skills: Docker, Cost Optimization, Kubernetes, Lambda, Azure, Serverless. Background includes engineer roles.",Docker | Cost Optimization | Kubernetes | Lambda | Azure | Serverless,AWS | GCP | Terraform | S3 | IAM | CloudFormation | CDN | Load Balancing | VPC,6,15,0.4,0.3454,1.0,0.6,0.3964,0.4911,0.3492,0.625,46
326,Cloud Computing,Mid-Level,"Mid-level Cloud Computing developer with 3+ years working on real-world projects. Skills: Serverless, AWS, VPC, Docker, Kubernetes, Terraform. Background includes 4+ years roles.",Serverless | AWS | VPC | Docker | Kubernetes | Terraform | Cost Optimization | IAM | Lambda,Azure | GCP | S3 | CloudFormation | CDN | Load Balancing,9,15,0.6,0.5349,1.0,0.6,0.5594,0.3542,0.4364,0.75,63
327,Cloud Computing,Mid-Level,"Experienced Cloud Computing specialist with 5 years of industry experience. Skills: CDN, GCP, S3, CloudFormation, Load Balancing, AWS. Background includes 5+ years roles.",CDN | GCP | S3 | CloudFormation | Load Balancing | AWS | IAM | Lambda | Terraform | Serverless,Azure | Kubernetes | Docker | VPC | Cost Optimization,10,15,0.6667,0.4407,1.0,0.6,0.5299,0.5409,0.3762,0.625,60
328,Cloud Computing,Mid-Level,"Cloud Computing engineer with 4+ years of hands-on experience in building production systems. Skills: Serverless, Terraform, Azure, VPC, S3, AWS. Background includes engineer roles.",Serverless | Terraform | Azure | VPC | S3 | AWS | Load Balancing | Docker | CloudFormation | Kubernetes,GCP | Lambda | IAM | CDN | Cost Optimization,10,15,0.6667,0.5834,1.0,0.6,0.6358,0.2457,0.4262,0.75,61
329,Cloud Computing,Mid-Level,"Cloud Computing engineer with 4+ years of hands-on experience in building production systems. Skills: Lambda, CloudFormation, CDN, GCP, Kubernetes. Background includes engineer roles.",Lambda | CloudFormation | CDN | GCP | Kubernetes,AWS | Azure | Terraform | Docker | Serverless | S3 | IAM | Load Balancing | VPC | Cost Optimization,5,15,0.3333,0.311,1.0,0.6,0.2596,0.3687,0.188,0.375,44
330,Cloud Computing,Mid-Level,"Mid-level Cloud Computing developer with 3+ years working on real-world projects. Skills: S3, Docker, CDN, CloudFormation, Cost Optimization, GCP. Background includes 5+ years roles.",S3 | Docker | CDN | CloudFormation | Cost Optimization | GCP | AWS | Terraform | Serverless | IAM,Azure | Kubernetes | Lambda | Load Balancing | VPC,10,15,0.6667,0.5367,1.0,0.6,0.6068,0.3141,0.5138,0.625,56
331,Cloud Computing,Mid-Level,"Experienced Cloud Computing specialist with 5 years of industry experience. Skills: Cost Optimization, Load Balancing, CDN, Lambda, S3, Kubernetes. Background includes specialist roles.",Cost Optimization | Load Balancing | CDN | Lambda | S3 | Kubernetes | Azure | Terraform | AWS,GCP | Docker | Serverless | IAM | CloudFormation | VPC,9,15,0.6,0.4885,1.0,0.6,0.5184,0.2999,0.4021,0.625,57
332,Cloud Computing,Mid-Level,"Cloud Computing engineer with 4+ years of hands-on experience in building production systems. Skills: AWS, Lambda, GCP, S3, Serverless, IAM. Background includes engineer roles.",AWS | Lambda | GCP | S3 | Serverless | IAM,Azure | Terraform | Kubernetes | Docker | CloudFormation | CDN | Load Balancing | VPC | Cost Optimization,6,15,0.4,0.3495,1.0,0.6,0.3288,0.5519,0.3108,0.5,47
333,Cloud Computing,Mid-Level,"Experienced Cloud Computing specialist with 5 years of industry experience. Skills: AWS, CloudFormation, Docker, CDN, GCP, Cost Optimization. Background includes specialist roles.",AWS | CloudFormation | Docker | CDN | GCP | Cost Optimization,Azure | Terraform | Kubernetes | Serverless | Lambda | S3 | IAM | Load Balancing | VPC,6,15,0.4,0.2786,1.0,0.6,0.3369,0.2903,0.3063,0.375,40
334,Cloud Computing,Mid-Level,"Cloud Computing engineer with 4+ years of hands-on experience in building production systems. Skills: GCP, S3, Docker, VPC, Azure, Kubernetes. Background includes specialist roles.",GCP | S3 | Docker | VPC | Azure | Kubernetes | IAM | Cost Optimization | Terraform,AWS | Serverless | Lambda | CloudFormation | CDN | Load Balancing,9,15,0.6,0.4443,1.0,0.6,0.4356,0.4153,0.5218,0.625,55
335,Cloud Computing,Mid-Level,"Mid-level Cloud Computing developer with 3+ years working on real-world projects. Skills: AWS, S3, Terraform, Docker, Load Balancing, VPC. Background includes 3+ years roles.",AWS | S3 | Terraform | Docker | Load Balancing | VPC | Cost Optimization | IAM | Serverless | CloudFormation,Azure | GCP | Kubernetes | Lambda | CDN,10,15,0.6667,0.559,1.0,0.6,0.6068,0.5061,0.5835,0.5,63
336,Cloud Computing,Senior,"Experienced Cloud Computing architect with 10+ years delivering enterprise-scale solutions. Skills: VPC, S3, IAM, AWS, Lambda, Azure. Background includes director roles.",VPC | S3 | IAM | AWS | Lambda | Azure | Serverless | Terraform | CloudFormation | CDN | Docker | GCP | Load Balancing | Kubernetes,Cost Optimization,14,15,0.9333,0.6736,1.0,0.9,0.775,0.9348,0.5723,1.0,86
337,Cloud Computing,Senior,"Principal Cloud Computing engineer with deep expertise and strong leadership background. Skills: GCP, Lambda, AWS, Docker, IAM, CDN. Background includes senior roles.",GCP | Lambda | AWS | Docker | IAM | CDN | Kubernetes | Load Balancing | CloudFormation | Terraform | Cost Optimization,Azure | Serverless | S3 | VPC,11,15,0.7333,0.581,1.0,0.9,0.6594,0.5591,0.6482,0.75,72
338,Cloud Computing,Senior,"Principal Cloud Computing engineer with deep expertise and strong leadership background. Skills: VPC, Azure, Kubernetes, CloudFormation, S3, Lambda. Background includes architect roles.",VPC | Azure | Kubernetes | CloudFormation | S3 | Lambda | GCP | Load Balancing | Terraform | CDN | Cost Optimization | Docker | AWS | IAM,Serverless,14,15,0.9333,0.8682,1.0,0.9,0.6641,0.6841,0.8332,0.875,92
339,Cloud Computing,Senior,"Senior Cloud Computing professional with 8+ years of experience. Led multiple high-impact projects. Skills: Cost Optimization, Docker, VPC, CDN, Terraform, GCP. Background includes head of roles.",Cost Optimization | Docker | VPC | CDN | Terraform | GCP | Kubernetes | Load Balancing | S3 | IAM | AWS,Azure | Serverless | Lambda | CloudFormation,11,15,0.7333,0.5813,1.0,0.9,0.6667,0.5416,0.6248,0.625,68
340,Cloud Computing,Senior,"Senior Cloud Computing professional with 8+ years of experience. Led multiple high-impact projects. Skills: Azure, S3, GCP, AWS, VPC, CloudFormation. Background includes principal roles.",Azure | S3 | GCP | AWS | VPC | CloudFormation | Load Balancing | Cost Optimization | Docker | Serverless | IAM | CDN | Terraform | Lambda | Kubernetes,,15,15,1.0,0.7908,1.0,0.9,0.8952,0.8075,0.6115,1.0,93
341,Cloud Computing,Senior,"Principal Cloud Computing engineer with deep expertise and strong leadership background. Skills: Lambda, IAM, CloudFormation, AWS, Docker, Azure. Background includes director roles.",Lambda | IAM | CloudFormation | AWS | Docker | Azure | CDN | Load Balancing | Kubernetes | S3 | Serverless | GCP,Terraform | VPC | Cost Optimization,12,15,0.8,0.6296,1.0,0.9,0.603,0.9456,0.5689,0.875,76
342,Cloud Computing,Senior,"Senior Cloud Computing professional with 8+ years of experience. Led multiple high-impact projects. Skills: GCP, CloudFormation, Azure, Lambda, IAM, Terraform. Background includes director roles.",GCP | CloudFormation | Azure | Lambda | IAM | Terraform | Serverless | Docker | CDN | Cost Optimization | Load Balancing | S3 | AWS,Kubernetes | VPC,13,15,0.8667,0.5704,1.0,0.9,0.6094,0.8809,0.7476,0.875,83
343,Cloud Computing,Senior,"Experienced Cloud Computing architect with 10+ years delivering enterprise-scale solutions. Skills: Load Balancing, Cost Optimization, Kubernetes, Lambda, GCP, Azure. Background includes principal roles.",Load Balancing | Cost Optimization | Kubernetes | Lambda | GCP | Azure | Serverless | VPC | S3 | Docker | CDN | IAM | Terraform,AWS | CloudFormation,13,15,0.8667,0.8135,1.0,0.9,0.6198,0.7737,0.7468,0.875,84
344,Cloud Computing,Senior,"Experienced Cloud Computing architect with 10+ years delivering enterprise-scale solutions. Skills: Lambda, Serverless, Cost Optimization, Terraform, IAM, VPC. Background includes director roles.",Lambda | Serverless | Cost Optimization | Terraform | IAM | VPC | Kubernetes | Azure | CDN | CloudFormation | AWS | GCP | Load Balancing | S3 | Docker,,15,15,1.0,0.7819,1.0,0.9,0.7223,0.5577,0.8544,1.0,85
345,Cloud Computing,Senior,"Experienced Cloud Computing architect with 10+ years delivering enterprise-scale solutions. Skills: Lambda, VPC, Terraform, IAM, Load Balancing, Azure. Background includes 10+ years roles.",Lambda | VPC | Terraform | IAM | Load Balancing | Azure | CDN | CloudFormation | S3 | Cost Optimization | AWS | Kubernetes | GCP | Docker | Serverless,,15,15,1.0,0.6984,1.0,0.9,0.9827,0.8941,0.5584,1.0,97
346,Cloud Computing,Senior,"Principal Cloud Computing engineer with deep expertise and strong leadership background. Skills: GCP, Lambda, CDN, IAM, CloudFormation, Terraform. Background includes lead roles.",GCP | Lambda | CDN | IAM | CloudFormation | Terraform | S3 | Cost Optimization | Load Balancing | Docker | VPC,AWS | Azure | Kubernetes | Serverless,11,15,0.7333,0.6644,1.0,0.9,0.6992,0.5295,0.4731,0.5,72
347,Cloud Computing,Senior,"Experienced Cloud Computing architect with 10+ years delivering enterprise-scale solutions. Skills: Terraform, Load Balancing, Lambda, Cost Optimization, CDN, Serverless. Background includes head of roles.",Terraform | Load Balancing | Lambda | Cost Optimization | CDN | Serverless | CloudFormation | Docker | AWS | VPC | GCP | S3 | IAM | Azure,Kubernetes,14,15,0.9333,0.7276,1.0,0.9,0.6624,0.6679,0.6812,0.875,84
348,Cloud Computing,Senior,"Principal Cloud Computing engineer with deep expertise and strong leadership background. Skills: VPC, CDN, CloudFormation, Lambda, Terraform, GCP. Background includes lead roles.",VPC | CDN | CloudFormation | Lambda | Terraform | GCP | S3 | Azure | Docker | Serverless | IAM | Load Balancing,AWS | Kubernetes | Cost Optimization,12,15,0.8,0.7294,1.0,0.9,0.7683,0.7916,0.641,0.75,83
349,Cloud Computing,Senior,"Experienced Cloud Computing architect with 10+ years delivering enterprise-scale solutions. Skills: Kubernetes, Cost Optimization, AWS, VPC, Lambda, GCP. Background includes lead roles.",Kubernetes | Cost Optimization | AWS | VPC | Lambda | GCP | Serverless | Load Balancing | IAM | S3 | CloudFormation | Docker | CDN | Azure | Terraform,,15,15,1.0,0.7544,1.0,0.9,0.9512,0.6615,0.8612,1.0,91
350,Cloud Computing,Senior,"Principal Cloud Computing engineer with deep expertise and strong leadership background. Skills: GCP, Kubernetes, CDN, Azure, IAM, CloudFormation. Background includes 10+ years roles.",GCP | Kubernetes | CDN | Azure | IAM | CloudFormation | S3 | AWS | Lambda | VPC | Cost Optimization | Docker | Load Balancing | Terraform | Serverless,,15,15,1.0,0.7077,1.0,0.9,0.9292,0.757,0.8228,1.0,90
351,Software Engineering,Entry-Level,"Recent graduate with a degree in Computer Science, passionate about Software Engineering. Skills: System Design, Microservices, SOLID Principles, OOP. Background includes 0-1 years roles.",System Design | Microservices | SOLID Principles | OOP,Java | C++ | Python | Design Patterns | Data Structures | Algorithms | Git | Agile | Scrum | Unit Testing | REST API,4,15,0.2667,0.1956,1.0,0.3,0.254,0.0091,0.2254,0.125,19
352,Software Engineering,Entry-Level,"Entry-level Software Engineering intern with foundational knowledge and strong academic background. Skills: SOLID Principles, OOP. Background includes trainee roles.",SOLID Principles | OOP,Java | C++ | Python | Design Patterns | Data Structures | Algorithms | Git | Agile | Scrum | Unit Testing | REST API | Microservices | System Design,2,15,0.1333,0.1031,0.7117,0.3,0.0936,0.1527,0.0798,0.125,14
353,Software Engineering,Entry-Level,"Recent graduate with a degree in Computer Science, passionate about Software Engineering. Skills: Algorithms, C++, Scrum, Java. Background includes trainee roles.",Algorithms | C++ | Scrum | Java,Python | Design Patterns | OOP | Data Structures | Git | Agile | Unit Testing | REST API | Microservices | SOLID Principles | System Design,4,15,0.2667,0.2331,1.0,0.3,0.2154,0.2062,0.1759,0.375,27
354,Software Engineering,Entry-Level,Entry-level Software Engineering intern with foundational knowledge and strong academic background. Skills: Java. Background includes fresher roles.,Java,C++ | Python | Design Patterns | OOP | Data Structures | Algorithms | Git | Agile | Scrum | Unit Testing | REST API | Microservices | SOLID Principles | System Design,1,15,0.0667,0.0579,0.6135,0.3,0.0637,0.0158,0.0391,0.125,10
355,Software Engineering,Entry-Level,"Entry-level Software Engineering intern with foundational knowledge and strong academic background. Skills: Algorithms, C++, Unit Testing, Design Patterns, System Design. Background includes trainee roles.",Algorithms | C++ | Unit Testing | Design Patterns | System Design,Java | Python | OOP | Data Structures | Git | Agile | Scrum | REST API | Microservices | SOLID Principles,5,15,0.3333,0.2746,1.0,0.3,0.2507,0.1641,0.2667,0.375,29
356,Software Engineering,Entry-Level,"Recent graduate with a degree in Computer Science, passionate about Software Engineering. Skills: System Design, REST API, OOP, Python, Scrum. Background includes graduate roles.",System Design | REST API | OOP | Python | Scrum,Java | C++ | Design Patterns | Data Structures | Algorithms | Git | Agile | Unit Testing | Microservices | SOLID Principles,5,15,0.3333,0.2622,1.0,0.3,0.3041,0.0319,0.2739,0.25,29
357,Software Engineering,Entry-Level,"Recent graduate with a degree in Computer Science, passionate about Software Engineering. Skills: Microservices, Algorithms. Background includes junior roles.",Microservices | Algorithms,Java | C++ | Python | Design Patterns | OOP | Data Structures | Git | Agile | Scrum | Unit Testing | REST API | SOLID Principles | System Design,2,15,0.1333,0.1196,1.0,0.3,0.0966,0.1305,0.087,0.125,12
358,Software Engineering,Entry-Level,"Entry-level Software Engineering intern with foundational knowledge and strong academic background. Skills: SOLID Principles, Git, Scrum, Microservices. Background includes 0-1 years roles.",SOLID Principles | Git | Scrum | Microservices,Java | C++ | Python | Design Patterns | OOP | Data Structures | Algorithms | Agile | Unit Testing | REST API | System Design,4,15,0.2667,0.2253,1.0,0.3,0.197,0.2227,0.2067,0.125,25
359,Software Engineering,Entry-Level,"Entry-level Software Engineering intern with foundational knowledge and strong academic background. Skills: Agile, Git. Background includes graduate roles.",Agile | Git,Java | C++ | Python | Design Patterns | OOP | Data Structures | Algorithms | Scrum | Unit Testing | REST API | Microservices | SOLID Principles | System Design,2,15,0.1333,0.1151,1.0,0.3,0.1162,0.2797,0.1134,0.125,15
360,Software Engineering,Entry-Level,"Entry-level Software Engineering intern with foundational knowledge and strong academic background. Skills: System Design, Agile, SOLID Principles. Background includes graduate roles.",System Design | Agile | SOLID Principles,Java | C++ | Python | Design Patterns | OOP | Data Structures | Algorithms | Git | Scrum | Unit Testing | REST API | Microservices,3,15,0.2,0.1688,1.0,0.3,0.1709,0.1618,0.1279,0.0,15
361,Software Engineering,Entry-Level,Entry-level Software Engineering intern with foundational knowledge and strong academic background. Skills: Scrum. Background includes intern roles.,Scrum,Java | C++ | Python | Design Patterns | OOP | Data Structures | Algorithms | Git | Agile | Unit Testing | REST API | Microservices | SOLID Principles | System Design,1,15,0.0667,0.0605,0.4149,0.3,0.056,0.2786,0.0516,0.0,11
362,Software Engineering,Entry-Level,"Recent graduate with a degree in Computer Science, passionate about Software Engineering. Skills: REST API. Background includes 0-1 years roles.",REST API,Java | C++ | Python | Design Patterns | OOP | Data Structures | Algorithms | Git | Agile | Scrum | Unit Testing | Microservices | SOLID Principles | System Design,1,15,0.0667,0.0567,0.4484,0.3,0.0475,0.1793,0.057,0.0,10
363,Software Engineering,Entry-Level,"Entry-level Software Engineering intern with foundational knowledge and strong academic background. Skills: REST API, Java, Design Patterns, SOLID Principles, Python. Background includes trainee roles.",REST API | Java | Design Patterns | SOLID Principles | Python,C++ | OOP | Data Structures | Algorithms | Git | Agile | Scrum | Unit Testing | Microservices | System Design,5,15,0.3333,0.3044,1.0,0.3,0.2779,0.2015,0.2223,0.375,34
364,Software Engineering,Entry-Level,"Junior Software Engineering developer eager to learn and grow in a fast-paced environment. Skills: SOLID Principles, Python, OOP, Java, Microservices. Background includes trainee roles.",SOLID Principles | Python | OOP | Java | Microservices,C++ | Design Patterns | Data Structures | Algorithms | Git | Agile | Scrum | Unit Testing | REST API | System Design,5,15,0.3333,0.3036,1.0,0.3,0.2518,0.0171,0.2519,0.375,27
365,Software Engineering,Entry-Level,"Junior Software Engineering developer eager to learn and grow in a fast-paced environment. Skills: Design Patterns, Microservices, Git, C++, SOLID Principles. Background includes 0-1 years roles.",Design Patterns | Microservices | Git | C++ | SOLID Principles,Java | Python | OOP | Data Structures | Algorithms | Agile | Scrum | Unit Testing | REST API | System Design,5,15,0.3333,0.2427,1.0,0.3,0.2914,0.2225,0.2621,0.375,29
366,Software Engineering,Mid-Level,"Experienced Software Engineering specialist with 5 years of industry experience. Skills: Python, System Design, Data Structures, Unit Testing, Design Patterns, Git. Background includes specialist roles.",Python | System Design | Data Structures | Unit Testing | Design Patterns | Git | Microservices,Java | C++ | OOP | Algorithms | Agile | Scrum | REST API | SOLID Principles,7,15,0.4667,0.4171,1.0,0.6,0.3718,0.5108,0.2682,0.5,44
367,Software Engineering,Mid-Level,"Software Engineering engineer with 4+ years of hands-on experience in building production systems. Skills: SOLID Principles, Agile, Python, Unit Testing, Microservices, Java. Background includes specialist roles.",SOLID Principles | Agile | Python | Unit Testing | Microservices | Java,C++ | Design Patterns | OOP | Data Structures | Algorithms | Git | Scrum | REST API | System Design,6,15,0.4,0.264,1.0,0.6,0.3,0.4849,0.2446,0.25,40
368,Software Engineering,Mid-Level,"Mid-level Software Engineering developer with 3+ years working on real-world projects. Skills: Data Structures, Agile, OOP, C++, Algorithms, SOLID Principles. Background includes engineer roles.",Data Structures | Agile | OOP | C++ | Algorithms | SOLID Principles,Java | Python | Design Patterns | Git | Scrum | Unit Testing | REST API | Microservices | System Design,6,15,0.4,0.3289,1.0,0.6,0.3799,0.3974,0.3476,0.5,40
369,Software Engineering,Mid-Level,"Experienced Software Engineering specialist with 5 years of industry experience. Skills: Git, Data Structures, Design Patterns, OOP, System Design, Agile. Background includes 4+ years roles.",Git | Data Structures | Design Patterns | OOP | System Design | Agile | SOLID Principles | Java | Algorithms,C++ | Python | Scrum | Unit Testing | REST API | Microservices,9,15,0.6,0.4378,1.0,0.6,0.4554,0.5789,0.3732,0.75,53
370,Software Engineering,Mid-Level,"Software Engineering engineer with 4+ years of hands-on experience in building production systems. Skills: System Design, SOLID Principles, Agile, Unit Testing, Microservices, Algorithms. Background includes engineer roles.",System Design | SOLID Principles | Agile | Unit Testing | Microservices | Algorithms | Data Structures | Scrum,Java | C++ | Python | Design Patterns | OOP | Git | REST API,8,15,0.5333,0.429,1.0,0.6,0.5006,0.2566,0.3177,0.25,49
